form	sense	year	origin	Loan
szömörcsög ×	Morchel,  Art Knödel, Kloß	1198.0	Slavic	True
szőnyeg	Wandteppich, Teppich,  Tagesordnung,  Ringkampfmatte	1395.0	derived word	False
szőr	Haar 〈von Tieren und Menschen, außer dem Kopfhaar〉,  Flocke, Flor 〈am Tuch, Stoff, Grobzeug〉,  Flaus, Filz, Wolle,  haarartiges Gebilde an Pflanzen,  Vogelgarn aus Roßhaar,  breites, farbiges wollenes Band 〈als Saum, Besatz usw〉,  behaaren,  kritteln, allzu gründlich untersuchen	1307.0	Proto-Ugric	False
szörfözik	Winurfing betreiben	1982.0		False
szőrme	Rauchware, Pelz	1850.0	internal	False
szörnyül †	sich entsetzen, schaudern,  beschmutzen,  besudelt werden, entstellt werden	1456.0		False
szörnyűdik †	ein abstoßendes Aussehen gewinnen, entstellt werden,  sich sträuben 〈Haar〉,  sich entsetzen, erschrecken	1372.0		False
szörnyed	sich entsetzen,  abmagern, eingehen	1792.0	derived word	False
szörpöl ×	schlürfen	1585.0		False
szörp	Sirup, Fruchttrank	1833.0	onomatopoetic	False
szörtyöget ∆	schlürfen	1643.0		False
szösz	Werg, Hede, Mittelsorte vongehechelten Hanf- od Flachsfasern,  Garnmenge als Tagesarbeit	1343.0	uncertain	False
szöszke	blond	1509.0		False
szöszmötöl	herumbasteln, pusseln	1825.0	derived word	False
szöveg	Text,  Geflecht, Gespinst 〈abstr〉,  Libretto,  Stoff, Gewebe,  Thema,   Gerede	1835.0	internal	False
szövétnek ∆	Kerze, Fackel,  Kerzenleuchter	1372.0	Slavic	True
szövetség	Bund, Zusammenarbeit,  Pakt, Bündnis,  Staatenbund,  verbündet,  Verbündete	1495.0		False
szpáhi ∆	türkischer Reitersoldat, Belehnter 〈mit einem Gut in eroberten Ländern〉,  nordafrikanischer Reitersoldat im französischen Heer	1532.0	Ottoman-Turkic	True
sztaniol	Stanniol	1788.0	German	True
sztár	Star 〈als berühmte Person〉	1896.0	German	True
sztrájk	Streik	1861.0	German	True
szú	Holzwurm 	1395.0	Proto-Finno-Ugric	False
szubjektív	vom Subjekt ausgehend, unsachlich,  subjektiv 〈Idealismus〉	1830.0		False
szufla	Seele,  Atem,  Kraft	1858.0		False
szuggerál	vorschlagen, empfehlen,  zur Hand geben,  suggerieren	1616.0		False
szuggesztív	〈seelisch〉 beeinflussend, eindringlich	1894.0	Latin	True
szuka	Hündin, 〈selten〉 Weibchen anderer kleinerer Säuger,  Weibsperson, Hure	1515.0	Slavic	True
szulák	Liebstöckel,  Winde 〈Bot〉,  Waldrebe,  Geißblatt	1533.0	Slavic	True
szultán	Sultan,  Despot, Tyrann	1535.0	Ottoman-Turkic	True
szundít	schlummern	1784.0		False
szunyik ×	die Augen schließen,  schlummern, schlafen,	1252.0		False
szúnyog	Mücke,  Libelle	1230.0	Pecheneg	True
szuperál	siegen, die Oberhand gewinnen,  übertreffen, besiegen,  für dienstuntauglich erklären, ausrangieren, wegwerfen,  gelingen, gut ausfallen,  funktionieren	1619.0	Latin	True
szupojkó ×	schlank, sich verschmälernd,  klein,  verhutzelt, mager, keskeny, vastag, összepréselt, karcsú, keskeny, szűk, beszorított, összepréselt, pe,  [fgr. *ćuppa	1655.0		False
szúr	stechen, stoßen,  verletzen, stechen 〈spitzer od rauher Gegenstand〉,  stecken, anschließen,  kränken, verletzen 〈abstr〉,  geschlechtlich verkehren,  Seitenstechen haben	1435.0	Proto-Finno-Ugric	False
szurdok	Klamm, Engpaß,   Ecke, Straßenecke,  Enge, Winkel, Ofenwinkel,  Heimlichkeit, heimlich begangene Tat,  Hütte, kleine Räumlichkeit	1193.0	Proto-Finno-Ugric	False
szurkol	pichen,  Dampf haben, in Druck sein,  sich drücken,  jmdm den Daumen drücken,	1792.0	derived word	False
szurok	Harz, Pech,  Schmutz, Unreinlichkeit,  Ruß,  pechig,  schmutzig	1075.0	Proto-Finno-Ugric	False
szurtos	schmutzig, dreckig	1604.0	unknown	False
szuszakol¹ ×	hineinstopfen, verstauen	1791.0		False
szuszék ×	Getreidekasten,  Langschläfer	1508.0	Slavic	True
szuszimuszi ×	untüchtig, unbeholfen,  schwerfällig, lässig,  schläfrig,  heimtückisch	1775.0	internal	False
szuszog	näseln, flüstern, mummeln,  schnaufen,  böse sein,  herumtrödeln, pusseln, verbringen, die Zeit ziehen,	1598.0		False
szuszma ×	unbeholfen, träge,  schweigsam,  Atem,  Seele	1630.0		False
szuterén	bewohnbares Kellergeschoß	1891.0	German	True
szutykos	schmutzig, schmierig,  rotzig,  überreif, molsch 〈Obst〉	1788.0		False
szutyongat	martern, bedrücken,  ärgern, jmdm lästig sein,  antreiben,  schelten	1758.0	onomatopoetic	False
szuvat ×	Bruchstücke von abgefallenem Wandputz, vom Feuerherd abgeschlagene Schamotte,  Spreu,  Ruß im Schornstein,  Abraum, Mist, Misthaufen. Düngerhaufen,  Scholle	1784.0	unknown	False
szuverenitás	Souveränität	1796.0		False
szűcs	Kürschner	1181.0	Chuvash	True
szügy	Brust eines Tieres, bes vom Pferd,  menschliche Brust,  Brust eines Tieres, bes vom Rind. Schaf, Bruststück	1138.0	Proto-Uralic	False
szűk	dürftig, kärglich,  eng, schmal,  knapp, mager,  eng, fest anliegend 〈Kleid, Schuh〉,  kurz, knapp 〈Zeit〉,  beschränkt,  schmal 〈Schulter. Brust usw〉,  eng 〈Gesellschaft〉,  Mangel, Knappheit,  Not,  Bedarf,  notwendig 〈als Präd〉,  Notdurft,  bedürfen,  Not leiden,  sich vermindern	1300.0	unknown	False
szűkmarkú	knauserig, geizig	1750.0	compound	False
szűköl	winseln	1556.0	onomatopoetic	False
szül	gebären,  zeugen,  hervorrufen, verursachen,  Nachkomme,  Kind,  Geburt,  Geburt,  Kind	1138.0	Proto-Ugric	False
szűnik	abbrechen, aufhören,  abnehmen 〈intrans〉,  erlauben,  Abschluß, Ende	1372.0		False
szür ∆	grau	1258.0		False
szűr¹	seihen, filtern,  〈Obst-, bes Traubensaft〉 gefiltert übergießen, ausheben 〈Wein〉,  Weinlese halten,  einen Auszug machen,  mager machen 〈Krankheit〉,  Hüpfsteine werfen,  Seiher, Filter	1416.0	Chuvash	True
szűr²	Bauernmantel aus grobem Tuch,  grobes Tuch	1518.0	internal	False
szürcsöl	schlürfen	1585.0	onomatopoetic	False
szüret	Weinlese, Ernte, Lese,  außergewöhnliche Häufigkeit od Reichlichkeit,  außerordentliche, bes günstige Gelegenheit od solcher Umstand	1471.0	derived word	False
szütyő ×	Sack, Beutel, Ranzen, Geldbeutel,  Schötchen	1651.0	paronymy	False
szűz	unberührt 〈sexuell〉,  züchtig, keusch, fromm,  in natürlichem Zustand befindlich, rein, unberührt,  Jungfrau,  Nonne	1405.0	uncertain	False
szvetter ×	Pullover	1920.0	German	True
tabak¹ ×	Gerber,  Abfall, Abschnitzel 〈haupts in der Gerberei〉,  Hundekot	1544.0		False
tabella	Tabelle	1703.0	Latin	True
taberna ×	Taverne, Gasthof	1559.0	Wanderwort	True
tábit †	Moireseide,  Kamelott	1395.0	Wanderwort	True
tábla	viereckige Platte, zB brett, Schreibtafel, Buchdeckel usw,  Abbildung,  Gerichtshof,  verzeichnis, Tabelle,  Ackerstück, Feld,  Art Geltück,  Täfelung,  Tabelle	1405.0	Latin	True
tabletta	Tablette	1918.0	German	True
tabló	Bild,  wirkungsvoll gruppiertes Bild,   Ausweis,  Gruppe von Hasarpielern,  Gruppenbild, aus Photographien von mehreren Personen zusammengestelltes Bild	1794.0	German	True
tábor	Heer,  (Feld-, Heerlager, Quartier,  Schar, Haufen,  längerer Aufenthalt im Freien, Lagern,  beim Ziegelbrennen angehäufte Ziegel, Rohsteine	1223.0	Turkic	True
tabu	Unantastbarkeit, Gebot, Sachen od Personen zu meiden	1817.0	international word	True
tácli ×	Hemdmanschette,  Hemdkrause, Spitzen	1603.0	loan	True
taccs ∆	Seitenlinie,  Einwurf,  Seitenlinie	1901.0	internal	False
tacskó	Dackel,  Grünschnabel	1558.0	Latin	True
tafota ∆	Taft	1391.0		False
tag	Glied, Körperteil,  Körper, Leib,  Anhänger,  Feltück,  Mitglied,  Leiche,  Teil, Element,  Mitspieler, Teilnehmer,  Mann, Quidam,  Gliedmaßen abhauen, verstümmeln, zerstückeln,  schlagen,  zerteilen, zerlegen,  artikulieren,  korpulent,  schlagen,  detaillieren,  gliedern,  Gruntücke zusammenlegen	1372.0	unknown	False
tág	weit, breit, geräumig,  locker, nicht fest,  lax 〈Gewissen〉,  sich ausdehnen,  sich fortmachen,  mildern,  breiter machen,  nicht nachgeben	1456.0	derived word	False
tagad	ab-, verleugnen,  verneinen, leugnen,  verstoßen, enterben	1202.0	internal	False
tagbaszakadt	vierschrötig, testrész,  zömök, köpcös, tömzsi, széles felépítésű és erős, tkp. négyrészes, tenyerestalpas, tkp. nagy darabokra tépett, testes, kövér	1794.0		False
tagló	Fleischeraxt, Fleischbeil,  Streitkolben, Art Hellebarde,  rhythmisch, gewaltsam gliedern 〈Sprache〉,  mit der Fleischeraxt niederschlagen	1799.0	derived word	False
tahó	grober, ungebildeter, dummer Mensch,  sehr reicher Mensch, der seine Knechte immer antreibt,  Palocze aus der Batschka	1844.0	unknown	False
táj	Umgebung,  Gegend, Lanchaft, Region,  Körpergegend,  Dialekt-, Mundart-,  um 〈als Ortsbestimmung〉,  um, gegen 〈als Zeitbestimmung〉,	1435.0	uncertain	False
tajdok ×	schmutzig, scheußlich, wertlos,  plump, ungeschlacht, ungeschickt, hilflos,  unglücklich	1767.0	unknown	False
tájfun	Taifun	1872.0	German	True
tajga	Taiga	1930.0	Russian	True
tajték	Schaum,  Geifer,  Schwamm,  Meerschaum,  Soda,  Gold-, Silberschaum	1395.0	uncertain	False
ták ∆	Flicken am Schuhwerk,  wertlos, zerfetzt	1767.0		False
takács ∆	Weber	1266.0	Slavic	True
takar	einbringen, ernten, zusammentragen, anhäufen,  hüllen, decken,  verpflegen,  beisetzen, begraben,  auseinandertragen, verschwenden,  Decke,  Sammlung, Einbringung	1211.0	uncertain	False
takarékos	sparsam,  sauber, nett,  einfach, bescheiden	1527.0		False
takarít	verbergen, -stecken,  ver-, zudecken,  zusammenfalten,  sorgen,  begraben, beisetzen,  einbringen,  niederdrücken, nicht aufstehen lassen,  sparen,  putzen, aufräumen, säubern	1513.0	derived word	False
takarodik	sich  irgendwohin drängen, sich begeben, sich packen,  Feldfrüchte einbringen,  Zapfenstreich	1456.0	derived word	False
takaros	sparsam,  geizig,  nett, sauber, hübsch,	1577.0	derived word	False
takony	Segregat, Rotz,  Rotzbengel	1405.0	unknown	False
takonypóc ×	Rotzbube	1809.0	compound	False
taksa	festgesetzte Gelumme, Gebühr	1559.0		False
taktika	Taktik	1788.0		False
taktus	Takt, Zeitmaß,  Berührung, Kontakt	1787.0	Latin	True
tál	Schüssel,  Gericht, Gang,  Truchseß,  Geschirrschrank,  Töpfermeister	1171.0	Proto-Ugric	False
talaj	boden,  Boden, Erdreich	1787.0	internal	False
talál	vorfinden, begegnen,  dazukommen, gewinnen,  es könnte sich ergeben, daß ...,  erachten,  antreffen,  treffen,  erfinden,  finden,  ersuchen,  gelangen,  stimmen, passen,  sich befinden,   begegnen,  findig,  in der Art eines Rätsels	1490.0	Proto-Uralic	False
talántán	vielleicht, möglicherweise	1372.0		False
talány	Rätsel, Geheimnis	1816.0	internal	False
talap ∆	Fußgestell, Postament,  Grundlage,  Boden, Fußboden,  Sohle	1836.0		False
talár	Talár	1798.0	German	True
tálca	Tasse,  becken,  Tablett	1651.0	loan	True
talentum	antike Gewichtsund Münzeinheit,  angeborene Begabung,  talentvoller Mensch	1541.0	Latin	True
talián ∆	taliener,  italienisch	1370.0	loan	True
talicska	Schubkarren,  Maulesel	1538.0	uncertain	False
taliga	zwei-, selten vierrädriges Gefährt, Karren,  Pflugkarren,  Schubkarren	1395.0	Wanderwort	True
talizmán	Talisman	1790.0	international word	True
talkedli	Art Pfannkuchen	1857.0	loan	True
tallér	Taler	1544.0	loan	True
talmi	falsch, wertlos,  Talmigold,	1875.0	German	True
talmud	Talmud	1559.0	Wanderwort	True
talon	der nach dem Geben übrigbleibende Kartenstoß,  Erneuerungsschein bei Wertpapieren, Gutschein	1854.0	German	True
talp	Fußsohle,  Schuhsohle,  Felge, Metallplatte,  Grundbalken,  Untersatz,  Holzfloß,  Basis einer Flächengestalt,  Schwelle,  breitfüßig,  Fußsoldat,  niedertreten, zugrunde richten,  besohlen,  schreiten,  fußbreit,  ganz, völlig	1211.0	loan	True
táltos	Schamane, Zauberer,  Zauber-,  Zauberpferd, -stier, Roß,  fahrender Student, der Unwetter hervorrufen kann,	1211.0	Proto-Ugric	False
tályog	Wucherung, Ausschlag, Eitergeschwulst	1516.0	Slavic	True
támad	sich auf den Weg machen,  entstehen,  auferstehen,  angreifen, sich gegen jmdn wenden, rebellieren,  aufsteigen 〈haupts Gestirn〉,  hochgehen 〈die See〉,  beistehen, beschützen,  jmdn anfahren,  Herkunft, Ursprung,  Sonnenaufgang,  Auferstehung,  Angriff	1416.0		False
támogat	unterstützen, fördern,  t stützen, aufstellen,  jmdm beistehen,  unterstützen, bekräftigen 〈mit Gründen〉,  mit der Hand unterstützen,  sich an etw lehnen,	1495.0		False
tamariszkusz	Tamariske 	1577.0	Latin	True
tamás	Zweifler	1616.0		False
tambura	Tanbur,  Art Zither	1626.0	Croatian or Serbian	True
támla	Rücklehne,  Gestell	1843.0		False
támolyog	wankend gehen,  taumeln,  betäubt sein,  sich auf etw stützen,  flanieren, umhergehen	1792.0	derived word	False
tanács	Ratschlag, Mahnung,  Entschluß,  Beratung,  Rat, Senat,  Mitglied eines Rats,  Kenntnis, Weisheit,  Rede,  Dorf-, Stadtrat, Sowjet,  Mitglied eines Rats,  ratsam,  einen Ratschlag geben,  mahnen, unterrichten,  beraten 〈intrans〉	1213.0	Proto-Uralic	False
tanakodik	beraten, sich beratschlagen,  abwägend sinnen, grübeln,  argwöhnen	1416.0	Proto-Uralic	False
tánc	Tanz,  Tanzlied, -melodie,  Tanzunterhaltung,  Kampf,  Bewegung, Gezappel	1347.0		False
tángál	prügeln,  berühren	1589.0	Latin	True
tangó	Art Gesellschaftstanz	1914.0	international word	True
tanít	lehren,  Lehrer	1372.0		False
tank	gepanzerter Kampfwagen,  Art Flüssigkeitsbehälter,  tanken	1917.0	international word	True
tanórok ×	Ackerfeld hinter den Gärten,  umzäunte Weide, Wiese, umzäunter Teil im Wald,  Schanze, Hag, Buschwerk,  Zaun der Wirtschaftshöfe,  Tor im Hag,  Tor im Hag,  Gäßchen, Durchgang,  einstufige Treppe zum Übersteigen von niedrigen Zäunen,  mit einem Tor versperrter Weg zum Ackerfeld,  feines Gras,  Hohlweg	1337.0		False
tanti ∆	Tante	1808.0	loan	True
tántorgat †	taumelig machen,  versuchen taumelig zu machen	1456.0		False
tántorul †	Anstoß nehmen	1508.0		False
tantusz ∆	Rechenpfennig 〈haupts für Münzfernspreche〉, Spielmarke	1810.0	loan	True
tanú	Zeugenschaft, Zeugnis, Beweis,  Zeuge 〈auch abstr〉,  als Zeuge aussagen	1372.0	Turkic	True
tanya	Fischfang, Ort zum Fischen,  tiefe Stelle im Wasser, Wirbel,  Stätte von etw, Aufenthalt 〈auch abstr〉,  Teich, Pfütze,  Gehöft, Einödhof,  Gesellschaft,  Behausung,  Fischerhütte,  Kelterhaus	1109.0	Slavic	True
tányér	Teller,  Platte, Scheibe	1395.0	loan	True
tapasz	Lehm, Wandbewurf,  klebriger Stoff, Klebstoff,  Pflaster als Heilmittel	1211.0		False
tápászkodik	klettern,  stützend sich aufrichten, erheben,  gesunden	1802.0	derived word	False
tapasztal	tasten,  ertappen, finden,  erfahren, erleben	1416.0	derived word	False
tapenol	betasten, antappen,  abgreifen 〈Weib〉	1930.0	German	True
tapéta	Wandteppich,  Tapete	1801.0	German	True
tapicskál ×	trappeln, trampeln,  platschen 〈im Wasser, im Kot〉	1816.0		False
tapicskol ×	platschen 〈im Wasser, im Kot〉,  trappeln, trampeln	1838.0	derived word	False
táplál	speisen, füttern, ernähren,  jmdn unterstützen,  sich erhalten,  hegen 〈Gefühl, Gedanken〉,  speisen 〈mit Betriebsenergie〉	1456.0		False
tapló	Schwamm, Baumpilz,  Feuerschwamm	1086.0	Turkic	True
tapogat	betasten, befühlen,  durch Betasten untersuchen,  herumtappen,  untersuchen, forschen,   lehmen, bewerfen,  auf eine bestimmte Art fischen,  Art Fischergerät,  Fühler	1456.0		False
tapot ×	pochen,  herumgehen, herumtrampeln,  treten,  stampfen	1531.0		False
tapsifüles	Person mit großen Ohren,  Wolf,  Hase,  Langohr, Eselchen 〈auch als Dummkopf〉	1643.0		False
tapsol	Beifall klatschen,  frohlocken, Beifall äußern	1416.0		False
tar¹ ∆	kahl,  kahlgeschoren,  verstümmelt	1163.0	Chuvash	True
tar² ∆	Nackenstück des Schlachtviehs	1600.0		False
tár¹	öffnen, erschließen,  öffnen,  Öffnung,  Ausstellung,  Stollen im Bergbau	1643.0	onomatopoetic	False
tár²	verkäufliche Sachen,  Lagerraum, Magazin,  Schatz, Vermögen,  Sammlung,  lagern	1658.0	Slavic	True
tára	Tara	1788.0	international word	True
tarack¹	Felchlange bzw Haubitze	1490.0	loan	True
tarack²	Quecke,  wilde Ranke	1590.0	Croatian or Serbian	True
tarafara †	Schnörkel,  geschnörkelt	1618.0	internal	False
taraj	Hahnenkamm,  kammartiges Gebilde, zB Rädchen des Sporns,  Kopf, Scheitel,  Gebirgskamm,  Wellenkamm	1525.0	unknown	False
tárca	Portefeuille eines Ministers, Ministerium,  Brieftasche, Zigarettendose, Zigarrenetui,  Feuilleton,  Notizbuch	1834.0	internal	False
tárcsa	Tartsche, Schießscheibe,  Scheibe,  auf eine Schießscheibe schießen,  eine Nummer wählen 〈am Telephon〉	1688.0	loan	True
targonca	Schubkarren,  kleines Fördergerät, Stapler usw	1575.0	unknown	False
tárgy	Art Schild, Sturmdach,  Ziel,  Person, Sache, auf die sich die Handlung richtet,  Thema einer künstlerischenDarstellung,  Akkusativobjekt,  Ding, Gebrauchsgegenstand,  Erledigung,  zielen,  besprechen,  gegenstanlos,  intransitiv	1495.0	loan	True
tarhenol ∆	 anpumpen	1924.0		False
tarhó ∆	 Dickmilch,  geronnene Milch	1363.0	Slavic	True
tarhonya	mit Sauermilch bereitete Speise,  Art Eiergraupen,	1600.0	Ottoman-Turkic	True
tarifa	Tarif	1711.0	international word	True
tarisznya	Ranzen, Wandertasche,  altes Weib	1510.0	Wanderwort	True
táritoppos ×	gepolstert, polsterförmig,  verschnörkelt,  schwerfällig,  bucklig	1604.0		False
tarka	bunt, scheckig,  mannigfaltig,  Zisterzienser,  heuchlerisch, doppelzüngig	1213.0		False
tarkabarka	buntscheckig, vielfarbig,  Chamäleon	1519.0	internal	False
tarkó	Genick, Hinterkopf	1504.0	derived word	False
tárkony	Estragon 	1234.0	Wanderwort	True
tarló	Ackerfeld,  Stoppel, Stoppelfeld,  Ähre,  Saat, Getreidefeld,  Strohhalm, Stroh,  Grummet,  Borste,  abstoppeln,  auslesen 〈abstr〉	1212.0	Turkic	True
tárna	Stollen 〈Bergbau〉	1848.0	internal	False
tárnok ∆	Hüter des königlichen Mobiliarvermögens, Versorger des eingesammelten Getreides, Verwalter der Finanzen	1113.0	Slavic	True
tárogató	Hornbläser, Pfeifer,  Art Holzblasinstrument, Schalmei,  Schalmei,  Hornbläser, Pfeifer,  Schalmei	1611.0	lexicalized internal development	False
taroglya ×	Art kleiner Karren,  gitterartige Trage, Tragbahre,  die Leiter,  Art Fischernetz	1553.0	uncertain	False
tarokk	Tarockspiel,  Tarockkarte	1776.0	international word	True
társ	Gefährte, Genosse, Kamerad,  Ehemann, Ehefrau,  Ebenbild, Gegenstück,  sich assoziieren,  ein Gespräch führen, konvenieren,  zugesellen,  Gruppe,  Gesellschaft 〈soziologisch〉	1138.0	Slavic	True
tarsoly	Felleisen, Beutel,  Säbeltasche,  Damenhandtasche,  Hirtentäschel	1349.0	loan	True
tart	 verrichten, amten,  fassen, halten, stützen, befestigen,  bei sich behalten, aufbewahren, in Erinnerung behalten usw,  anhalten, hindern,  sich an etw halten od nach etw richten,  jmdm einen Zustand sichern, etw irgendwo lagern, aufbewahren,  zur Lagerung dienen,  für etw halten, einschätzen, behaupten,  vollführen, veranstalten,  hin-, her-, vorhalten 〈wenden, zeigen usw〉,  unterhalten, versorgen,  es mit jmdm halten, zu etw gehören,  sich widersetzen,  nach od in Richtung auf etw gehen, fahren usw, bis od an etw gelangt sein,  in Dienst halten, benützen, halten, züchten,  sich enthalten, sich einer Sache enthalten,  sich bis etw erstrecken, bis etw dauern, dauern,  fürchten, in Ehren halten,  zu bleiben anhalten, bewirten,  beanspruchen,   sein,  verbinden, verpflichten 〈Schwur, Wette〉,  im Auge behalten,  aushalten, erleiden, ausdauern,  Haltender, Tragender,  Träger, Halterung,  Beobachtung, Pflicht,  Behinderung,  Ersatz, Reserve	1138.0	uncertain	False
tartalom	Inhalt, Sinn,  Gesamtheit der enthaltenen Sachen, (Gesamtjinhalt, Fassungsvermögen,  innerer Gehalt, Wert 〈abstr〉,  Inhaltsverzeichnis,  inhaltreich,  wertvoll, gehaltvoll,  gehaltlos	1416.0	compound	False
tartály	Behälter, Behältnis	1843.0		False
tartár	Soße aus Mayonnaise, Wein und versch Gewürzen	1886.0	French	True
