ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	FORM	MEANING	SENSE	SENSE_ID
3624	738	THING	állat	  Gestalt;   Gerät;   Wesen; Zustand;   Lebewesen;   Sache;   Tier;  Vierfüßer;  nagy termetű	  Sache	Sache-1
3625	738	THING	dolog	  Verwalter;  Angelegenheit;   Tat;   Sache;  Zeug;   Arbeiter;  Schicksal; Arbeit;  Aufgabe;  Begebenheit;   Lebensverhältnisse;   abstrakter Gegenstand;   Stuhlgang;  Harnen;   konkretes Ding;   etw Großes;   vielbeschäftigt;   arbeitsam;   Arbeitszimmer;  Atelier;  Studio	  Sache	Sache-2
3640	1415	THINK (REFLECT)	gondol	  meinen; denken;   entscheiden;   bedenken;   sich kümmern;   einbilden	denken	denken-2
3643	1859	THIRD	három	drei;   dritter;   Drittel;   Terz 〈Music〉;   verdreifachen;   Dreifaltigkeit	  dritter	dritter-1
3644	1715	THIRTY	harminc	dreißig;   dreißigste;   Dreißigstzoll;   Beamter;  der den Dreißigstzoll einhebt	dreißig	dreiig-1
3645	1214	THIS	ez¹	dieser;   dieser;   auf eine regelmäßige Zeitspanne folgend 〈zB. Tag〉	dieser	dieser-1
3647	2923	THITHER (THERE TO)	oda	  〈es ist〉 hin; dorthin;   dort;   gemeinsam 〈in Adv〉	dorthin	dorthin-1
3648	1215	THOU	te	du;   dein;   duzen	du	du-1
3652	1843	THOUSAND	ezer	tausend;   Regiment;   Regiment;   Tausender;   Jahrtausend;   Jahrtausend;   Vorstand 〈von Soldaten〉;   tausente;   Tausender 〈Zahl〉;   Tausender 〈Geltück〉	tausend	tausend-1
3657	1161	THREAD	szál¹	  hochgewachsen;  gering;   Stengel;  stämmig;   Faden;   Strang;  Felsen; Einzelstück der Behaarung;  des Gefieders;  Einzelnes eines Halmgewächses;   langer;  aufragender Gegenstand;  Holzstamm;   sehr wenig;   〈Zählwort;  nach Num;  als Anzahl von Personen;  länglichen Dingen〉;   Längenmaß: sechs Fuß;   Faden eines komplizierten Geschehens;  Aufbauelement einer Organisation;   Spaltung;  Faser- od Spaltungsrichtung 〈von Holz〉	  Faden	Faden-5
3658	492	THREE	három	drei;   dritter;   Drittel;   Terz 〈Music〉;   verdreifachen;   Dreifaltigkeit	drei	drei-1
3659	1346	THROAT	torok	  Hals; Mündung;   Flußmündung;  Kehle von etw;   Kehle;   Fell am Halse;   jmdn schweigen heißen;   steckenbleiben;   münden	  Kehle	Kehle-1
3660	97	THROUGH	által	  absolut; über;  durch;   durch;   gerade;  kurz;   von;  vermittelst;   allgemein;   das absolute Ding 	 durch	durch-1
3664	97	THROUGH	keresztül	 über;   durch;   durch;   während;   quer; kreuz und quer;   verkehrt;   hindurch;   mit Hilfe von;  durch Vermittlung von	  durch	durch-5
3672	1456	THROW	dob¹	  stoßen; schleudern;  werfen;   jmdn treffen 〈Hieb;  Stein usw〉	 werfen	werfen-1
3689	2378	THUNDER (VERB)	dörög	   schreien;   brummen;   murren;   dröhnen;  poltern; tosen;   es donnert;   klopfen;   donnern 〈von Geschützen〉;   Donnern;   Rüge	  Donnern	Donnern-1
3690	1693	THURSDAY	csütörtök	Donnerstag	Donnerstag	Donnerstag-1
3693	1917	TIE	köt	binden;   binden;   Bündel;   Bündel;   Bund;   Fessel;   mit jmdm anbinden;   einwickeln;  Strick;   Verbindung;   Verbindung;   Verbindung;  Händel suchen;   Schluß;   verknüpfen;  flechten;  Bündnis;   Seil;   Band;   mit etw verbunden sein;  anbinden;   stricken;  umhüllen;  einbinden 〈Buch〉;   verpflichten;  verbinden;   durch Zauber binden;  bannen;  behexen;   schließen 〈Vertrag;  Frieden usw〉;   mit jmdm anbinden 〈Streit〉;  an einer Sache etw aussetzen;  etw bemäkeln;    ansetzen;   Seil 〈Feldmaß〉;   Verpflichtung;  Verpflichtung;  Obliegenheit;   Seiler;   Bindender;   Schurz;  Binchnur;   Binde;   Stricken;   Einband;   Verband 〈Milit〉;   Pflicht;   Buchband;   bis zum Mittel	binden	binden-3
3696	2891	TIE UP (TETHER)	köt	binden;   binden;   Bündel;   Bündel;   Bund;   Fessel;   mit jmdm anbinden;   einwickeln;  Strick;   Verbindung;   Verbindung;   Verbindung;  Händel suchen;   Schluß;   verknüpfen;  flechten;  Bündnis;   Seil;   Band;   mit etw verbunden sein;  anbinden;   stricken;  umhüllen;  einbinden 〈Buch〉;   verpflichten;  verbinden;   durch Zauber binden;  bannen;  behexen;   schließen 〈Vertrag;  Frieden usw〉;   mit jmdm anbinden 〈Streit〉;  an einer Sache etw aussetzen;  etw bemäkeln;    ansetzen;   Seil 〈Feldmaß〉;   Verpflichtung;  Verpflichtung;  Obliegenheit;   Seiler;   Bindender;   Schurz;  Binchnur;   Binde;   Stricken;   Einband;   Verband 〈Milit〉;   Pflicht;   Buchband;   bis zum Mittel	 anbinden	anbinden-2
3701	892	TIME	idő	 bejahrt;   Gewitter;   eine Weile;   Jahr; Zeit;  Zeitdauer;   Zeitpunkt;   Wetter;   Stunde;   Zeitalter;   Umstände;   älter;   aus einer bestimmten Zeit;   frühzeitig;  nicht zur rechten Zeit geschehend;   zeitlos	Zeit	Zeit-5
3702	892	TIME	kor	  gleichaltrig;   Zeit;   Zeitalter; gewisses Alter 〈des Menschen〉;  Lebensalter;   Dauer eines Zustandes;  gleichjährig	  Zeit	Zeit-6
3705	2992	TIP (OF OBJECT)	csúcs	Spitze;   Gipfel;   Wulst;   Zipfel;   Höhepunkt;   Pyramide;   Fortsatz;   Narbe 〈in der Blüte〉	Spitze	Spitze-2
3711	1283	TODAY	ma	 doch;   also;   heutzutage;  Gegenwart; jetzt;   heute;   der heutige Tag;   das Heute	  heute	heute-1
3712	1283	TODAY	máma	heute	heute	heute-2
3714	1389	TOE	ujj¹	  Handfessel;   Handfessel; Finger;  Zehe;   Fingerbreit 〈Maßeinheit〉;   Hanchuhfinger;   Fingerchen	 Zehe	Zehe-1
3720	1329	TOMORROW	holnap	  morgen; der morgige Tag	  morgen	morgen-2
3723	2995	TONE (MUSIC)	hang	Ton;   Ton;  Ton;  Wort;   Sprachlaut;  Musik;  Schall;  Schall;   Gesang;  Klang;  Klang;  Stimme;  Stimme;  Laut;  Laut;   Redeweise;  Sprechweise;   Vokal 	Ton	Ton-3
3731	1205	TONGUE	nyelv	  Rede;   Erklärung; Zunge;  Schprachgebrauch;   Sprache;   Sprache;   zungeförmiges Ding;   sprechende Person;   milit Geheimnisse preisgebender Gefangener;   außersprachliches Ausdrucksmittel;  Sprachgebrauch	Zunge	Zunge-1
3733	1380	TOOTH	fog²	  Zacke; Zahn;  Zinke;   mit Zähnen versehen;  zackig;   Hakenbrett;  haken;   schwierig 〈Angelegenheit〉	Zahn	Zahn-1
3736	1892	TOUCH	érint	berühren;   erwähnen;   jmdn angehen;  betreffen;  nebenbei bemerken;   Tangente	berühren	beruhren-3
3742	1391	TOWN	város	Stadt	Stadt	Stadt-1
3743	2906	TRANSLATE	fordít	 lenken;  richten;   benützen; bekehren;   kehren;  wenden;   ändern;    umwenden;   vergüten;  ersetzen;   übersetzen;  übertragen;   umdrehen;  verwenden;   auf etw beziehen;   Wendung;   Übersetzung;   Türangel;   Übersetzer	  übersetzen	ubersetzen-1
3749	1075	TRAP (PITFALL)	kelepce	 Falle; Fallstrick;   hinterlistige Nachstellung;   oberer Teil einer Haspel;  der aus einem Stab mit Querstäben an den Enden besteht	 Falle	Falle-5
3751	906	TREE	fa	  Lanze;   Wald; Baum;   Holz;   mit Bäumen bepflanzt;   holzig;   Holz hacken;  Holz holen;   verholzen;   abstumpfen	Baum	Baum-1
3753	344	TREE TRUNK	tő	 Einfluß;  Stock;   Wurzel;  Wurzel;  Stamm;   Bestandteil; Flußmündung;   nächste Umgebung 〈eines Ortes〉;   Weinstock;   Ansatz;   Haarwurzel;   Wortstamm;   gestampftes Erdbänkchen vor dem Haus;   Hackblock	 Stamm	Stamm-2
3754	344	TREE TRUNK	tőke	 Trupp;  Stock;  Vermögen;   Stamm;   Bienenkorb;   Kapitalist;   Weinstock;   Wortstamm; stock;   Hauklotz;  Block;  Hackklotz;   grober Kerl;   Tierschar;  Kapital;   Masse;   Kapitalismus;   Stockente;   klotzig	  Stamm	Stamm-3
3758	809	TROUSERS	nadrág	  verprügeln; Hose;   Unterhose 〈für Frauen und Kinder〉;  Höschen	Hose	Hose-4
3759	809	TROUSERS	salavári ×	 närrisch; Hose;  haupts Pluderhose;  Beinbekleidung;   kurze  Überhose;   schußlig	Hose	Hose-5
3763	1657	TRUE	igaz	  beweisen;   wahr;  wahrlich;   Wahrheit;   Wahrheit;   ein Urteil fällen;  echt;   echt;   Direktor;   gerecht;   Gerechtigkeit;   heben;   verbessern;   schicken;  Recht;   wahrhaftig; rechtschaffen 〈Mensch〉;  rechtlich;  berechtigt;  Wirklichkeit;   Gerechte;  Rechtschaffene;   richtige;  gerechte Tat;  Billigkeit;   gerechter Anspruch;   Lenker;   für richtig halten;   eigentlich	  wahr	wahr-4
3773	1812	TRY	kísérel	begleiten;   versuchen;  einen Versuch machen	  versuchen	versuchen-1
3777	2956	TUBE	cső	Rohr;   Heber;   Lauf 〈einer Schußwaffe〉;   Maiskolben;   Fernrohr;   Weberspule;   Pfeife;   Bohnenhülse;  Erbsen- od Paprikaschote;   Backröhre des Ofens;   Elektronenröhre;   mit einem Rohr versehen;   Pennbruder;  Lantreicher;   dränieren;   im Freien;  in Gelegenheitswohnungen nächtigen;   mit Kolben 〈Mais〉;   in Hülle und Fülle	Rohr	Rohr-2
3780	1695	TUESDAY	kedd	Dienstag	Dienstag	Dienstag-1
3781	2894	TUMBLE (FALL DOWN)	omlik	  strömen;   schwellen; stürzen;  Ruine;  zusammen-;   Wirbel;  verfallen;   hervorsprießen 〈Pflanze;  fluten;   hinsinken;  hinfallen;  Same〉;  blasig werden;   gebären;   Einsturz	 hinfallen	hinfallen-1
3795	1445	TURN (SOMETHING)	fordít	 lenken;  richten;   benützen; bekehren;   kehren;  wenden;   ändern;    umwenden;   vergüten;  ersetzen;   übersetzen;  übertragen;   umdrehen;  verwenden;   auf etw beziehen;   Wendung;   Übersetzung;   Türangel;   Übersetzer	 wenden	wenden-1
3798	1710	TWENTY	húsz	  Art Steuer; zwanzig;   Art Geld;   zwanzigster	zwanzig	zwanzig-1
3800	3222	TWIG	gally	  Reisig;  Zweig	 Zweig	Zweig-2
3802	2889	TWINKLE	sziporkázik	 funkeln; Funken sprühen;   〈Witze〉 sprühen;  geistreich tun	 funkeln	funkeln-2
3805	1327	UNCLE	bácsi	Onkel;  bejahrter Mann 〈auch als Anredewort〉	Onkel	Onkel-1
3806	1327	UNCLE	bátya	Onkel;   älterer Bruder;   〈als Anrede an einem Älteren〉	Onkel	Onkel-2
3810	1536	UNDERSTAND	ért	  meinen;  untersuchen;   Abhandlung;   erkennen; verstehen;   sich auf etw verstehen;   sich einigen;  mit jmdm eine Vereinbarung schließen;   deutlich hören;   jm Meinung;  Handlungen;  Seelenzustand für begründet halten;  Mitgefühl haben;   Kenner;   verständlich machen;   erörtern;   einsichtsvoll;   Erkundigung;   Vernünftigkeit;   Intelligenz;   Zeitschrift;   Zeugnis	verstehen	verstehen-2
3815	1591	UP	fel	  hochmutig; her-;  hinauf;  hoch;  auf höher Liegendes zu;   auf! 〈zum Ausdruck der Aufmunterung〉;   oben;   auf 〈sein〉;  wach 〈sein〉;   auf	 hinauf	hinauf-1
3819	2881	URGE (SOMEONE)	hajt²	 bewegen;   dringen;   treiben;  antreiben;  antreiben;  sich abrackern;   Viehtreiber; in Bewegung setzen;  halten;   zu etwas bewegen;   〈Schulden〉 eintreiben;   einbringen;   〈eine Maschine〉in Betrieb halten;   〈Darminhalt;  Urin〉abführen;   fahren〈als Transitiv〉;  fahren 〈als Intransitiv〉;   sich strapazieren;  sich schinden;  állatterelő;  hajcsár;   Kutscher	 antreiben	antreiben-3
3822	2881	URGE (SOMEONE)	indít	bewegen;  anregen;   verursachen;  antreiben;   in Bewegung setzen;  rücken;   anreizen;   abgehen lassen;   empören;   rühren;   anfangen	 antreiben	antreiben-6
3838	1924	VEIN	ér⁴	  Talent; Erzader;   Ader;   Äderung;   Kern einer Sache;   Pflanzennerv	  Ader	Ader-1
3860	1311	VERY	roppant¹	  sehr;   unzählig; mit schwerer Bewaffnung versehen;  dicht geordnet;  rasselnd 〈Heer;  Hauptkorps〉;  ungeheuer groß;  furchtbar 〈als Ausdruck der Steigerung〉	  sehr	sehr-21
3863	930	VILLAGE	falu	Dorf;  Einwohnerschaft eines Dorfes;   Schloß;  Festung;   Grundbesitz;  Dorf als Grundbesitz;   dörflich;  dörfisch;   Dorfbewohner	Dorf	Dorf-1
3868	2976	VIOLENCE	erőszak	Gewalt;   Vergewaltigung	Gewalt	Gewalt-2
3876	1377	VISIT	látogat	 prüfen; besuchen;   jmdm etw zuteil werden lassen;   frequentieren;   heimsuchen;   herumschauen	besuchen	besuchen-4
3877	1363	VOICE	hang	Ton;   Ton;  Ton;  Wort;   Sprachlaut;  Musik;  Schall;  Schall;   Gesang;  Klang;  Klang;  Stimme;  Stimme;  Laut;  Laut;   Redeweise;  Sprechweise;   Vokal 	 Stimme	Stimme-1
3880	1590	WAIT (FOR)	vár¹	  schwanger;   erfordern;  erwarten;  ruhigbleiben;    darauf;   erhoffen; warten;   warten;   abwarten;  sich auf jmdn verlassen;   jmdm steht etw bevor;   Erwartung	warten	warten-1
3883	1602	WAKE UP	kel¹	  Ursprung;  wandern;   entstehen;   entstehen;   aufgehen 〈Teig〉;   Datum;  verschwinden; gehen;   verlorengehen;   angreifen;  stammen;  herauskommen;   aufstehen;  erwachen;   aufkeimen;   aus dem Ei schlüpfen;   aufgehen 〈Gestirn〉;   sich aufmachen 〈etw zu tun〉;  sich empören;   wieder zu Kräften kommen;    wurde ausgestellt;  gegeben;   ausgehen 〈Geld;  Vorrat〉;  wachsen 〈Geschwür〉;   nötig sein;   abbauen;  fördern 〈Bergbau〉;   ausbrütten;   Übergangsstelle;   gängig;   auszustellend;  zu fertigend 〈Akte〉;   Gebürh 〈Betrag〉	 erwachen	erwachen-1
3884	1602	WAKE UP	ocsúdik	 zur Besinnung kommen;   genesen; erwachen	erwachen	erwachen-2
3886	3174	WAKE UP (SOMEONE)	rezzeszt †	  verursachen; antreiben;   schrecken 〈trans〉;  zu einer Sache bewegen;   gegen jmdn aufhetzen;   wecken;  jmdm keine Ruhe lassen	  wecken	wecken-1
3890	1443	WALK	jár	  erfahren;   Gang;  gehen;   durchdringen;  vor jmdn treten;   übel ankommen;  gelangen;   gelangen;   jmd;   sich bewegen; vor etw;  schreiten;   eine Gepflogenheit haben;  ein bestimmtes Leben führen;  durchfahren;   gang und gäbe sein;  üblich sein;  kommen 〈irgendwohin〉;   zu etw gehen;  zu gehen pflegen;  besuchen 〈zB Schule〉;   zu etw führen;  jmdm zum Wohle od Schaden gereichen;  in Betrieb sein;   zukommen;  zustehen;   es gibt;  man hat 〈irgendein Wetter〉;   mit etw einhergehen;  mit etw verbunden sein;   beziehen;  abonniert haben 〈beziehen;  abonniert haben〉;   Gehen;   Verwaltungsbezirk;   bewandert 〈konkr〉;   kundig;   gehen lassen;   abonnieren;  der bei jmdm aus- und eingeht	 gehen	gehen-2
3908	1784	WANT	akar	wollen; wollen;   freiwillig;   freiwillig;   gewaltsam;   gewaltsam ;  erőszakos	wollen	wollen-1
3912	935	WAR	háború	  verrückt;   zornig;  zornig;   Sturm;  Gewitter;   unruhig;   Krieg;   Krieg;  Unruhe; Tumult;  Getümmel;   stürmisch;  erregt;  erregt;  uneinig;  uneinig;   aufgeregt;  verwirrt	  Krieg	Krieg-2
3916	2957	WARE	áru	  verkaufen; Ware;   Verhandeln;   Verrat;  elárusít;   Verkäufer;   Verkäufer;   Verkäufer;  Verräter;  Verräter;  Verräter 	Ware	Ware-1
3920	1232	WARM	meleg	 Bettzeug〉;   sofort;   eifrig;   lau; warm;   Wärme;   freundlich;   warm aufgetischt;  gekocht;  traulich;   warmhaltend 〈Kleid;   aufregend;  gefährlich;   warm 〈Farbe〉;   homosexuell 〈bes Frau〉;   Vertraulichkeit	warm	warm-2
3922	1453	WASH	mos	 prügeln;   schimpfen;   Waschbecken;   waschen;   waschen; jmdn waschen;  läutern;   bespülen;  unterspülen;   verwischen;  verschmelzen;  gründlich abwaschen 〈Iter〉;   Geschirr waschen	  waschen	waschen-2
3925	1650	WATCH	néz	  versprechen;  sich offenbaren;  Meinung;   untersuchen;   betreffen;  beobachten;  erwägen;   suchen; schauen;  für etw halten;  zukommen;   jmdm zufallen;   Umschau halten;  sich an einem Anblick weiden;   vertrauensvoll anblicken;   untätig zusehen;  untätig verstreichen lassen;   auf jmdn od etw Rücksicht nehmen;  sich um jmdn od etw kümmern;  anbelangen;    hinausekeln;   sichtbar sein;  wählen;   jmdm etw nachsehen;   sich richten;   ansehen;   irgendwie aussehen;  erwarten lassen;   Beschauer;  Zuschauer;   Hellseher;   Besichtigung 〈Anlaß〉;   Ort zum Ausschauhalten;   Sicht;   Anschauung	  ansehen	ansehen-1
3928	948	WATER	víz	Saft;   Wasser;   Einöde;  Serum;   Gewässer;   Körpersäfte;   Blutwasser;   Durchsichtigkeit des Edelsteins;   wässerig;   Ödem	  Wasser	Wasser-2
3930	978	WAVE	hullám	Welle;   Welle;  Woge;   Wellenform od wellenartige Bewegung von etw	Welle	Welle-2
3932	1212	WE	mi¹	wir;   unser;   wir 〈als Majestätsplural〉;   wir 〈selbst〉;   wir 〈selbst〉	wir	wir-1
3944	952	WEATHER	idő	 bejahrt;   Gewitter;   eine Weile;   Jahr; Zeit;  Zeitdauer;   Zeitpunkt;   Wetter;   Stunde;   Zeitalter;   Umstände;   älter;   aus einer bestimmten Zeit;   frühzeitig;  nicht zur rechten Zeit geschehend;   zeitlos	  Wetter	Wetter-1
3945	952	WEATHER	időjárás	Wetter;  Witterung	Wetter	Wetter-2
3946	1694	WEDNESDAY	szerda	  Ranzen;   Ranzen; Mittwoch;   Wochenmarkt;   am Mittwoch fastende Person;  Schürzentasche	Mittwoch	Mittwoch-1
3947	1469	WEEK	hét²	Woche;   Wochendiensthabender;   einwöchig	Woche	Woche-1
3951	2466	WEIGHT	súly	  Last;   schwer;  Bedeutung;   Gewicht; Wichtigkeit;   Schwere;   Beschwerer;   Metallgegenstand von genau bestimmter Masse zum Gewichtmessen;   Hantel;   in die Balance! 〈als Komman-dow〉	  Gewicht	Gewicht-4
3952	954	WELL	kút	  Zisterne; Quelle;   Brunnen	  Brunnen	Brunnen-1
3953	1817	WEST	nyugat	  Sonnenuntergang; Westen;   Abendland;  die Länder und Kultur westlich von Ungarn;  der Westen;   West- Emigrant	Westen	Westen-1
3959	1236	WHAT	mi²	  wie sehr;   warum?;  warum?;  welcher?; was?;   was 〈als Rel〉;   irgend etw;  was immer;   was für;   und Ähnliches;  wofür?;   wofür?;   bis zur Zeit wenn;   〈als Konj in begründender Funktion〉	was?	was-3
3960	1237	WHERE	hol	  obwohl;   wenn;   irgendwo;   als;   wann?;   warum; wo 〈als Rel〉;   wo?;   woher?;   mal . . . mal	  wo?	wo-1
3963	1025	WHISTLE	fütyül	  singen;   Penis; pfeifen;  zwitschern 〈Vogel〉;   pfeifen auf etw;  auf jmdn;   pfeidend;   langhalsig 〈Flasche〉;   pfeifend	pfeifen	pfeifen-1
3965	1025	WHISTLE	fütty	〈Schallw zur Nachahmung des Pfeifens〉;   Pfeifen;  Pfiff;   kleine Menge 〈haupts Bier〉	  Pfeifen	Pfeifen-1
3966	1335	WHITE	fehér	weiß;  hellfarbig;   moralisch rein;  unschuldig;   gegenrevolutionär;   Weißes;  das Weiße von etw 〈Augenweiß;  Eiweiß usw〉;   Weiße;   Speck;   Albumen	weiß	wei-1
3969	2928	WHITHER (WHERE TO)	hova	wohin?;   wohin 〈als Rel〉;   in was für einen Zustand? 〈auch abstr〉;   je	wohin?	wohin-1
3970	2928	WHITHER (WHERE TO)	merre	  wo?;  wohin?;   wohin 〈als Rel〉; in welche Richtung?;   wohin immer;  in welcher Richtung?	 wohin?	wohin-2
3972	1235	WHO	ki¹	  wie;  wie sehr!;   einer; wer?;   wer 〈als Rel〉;   welcher;  welcher?;   der/die/das 〈als Rel.〉;   was?;   ein jeder;   was für ein?;   der/die/das eine . . . der/die/ das andere	wer?	wer-2
3973	1235	WHO	kicsoda	wer;   welcher;   was;   irgendeiner	wer	wer-3
3978	1270	WHY	mi²	  wie sehr;   warum?;  warum?;  welcher?; was?;   was 〈als Rel〉;   irgend etw;  was immer;   was für;   und Ähnliches;  wofür?;   wofür?;   bis zur Zeit wenn;   〈als Konj in begründender Funktion〉	  warum?	warum-4
3980	1243	WIDE	bő	reich;   breit;  weit;   weitschweifig;  ausführlich;   sich vermehren;   reichlich	  breit	breit-1
3994	1199	WIFE	feleség	Gattin	Gattin	Gattin-2
3997	866	WIN	győz	  überzeugen; siegen;   vermögen;  leisten	siegen	siegen-1
4002	960	WIND	szél²	  Luft; Wind;   Gerücht;   Geist;   Atem;   entfliehen;   Darmwind;   Schlaganfall;   Preßluft;   geistig;  inspiriert;   von  Geiste;   lüften;  flüchtig werden	Wind	Wind-6
4004	1375	WINDOW	ablak	Fenster;   Rauchloch	Fenster	Fenster-1
4010	1257	WING	szárny	  schnell; Flügel;  Flügel;   Vogel;  Seitenflosse der Fische;   Fittiche 〈in stehenden Wendungen als Symbol der Geborgenheit und Obhut〉;   〈in stehenden Wendungen als Symbol der freien Bewegung;  des Aufstiegs und der Schnelligkeit〉;   Flanke;  Flügel 〈milit〉;  Fraktion 〈einer Gemeinschaft〉;   herausragender Teil versch Geräte;   Rockschoß;  Flügel der Tür;  des Fensters usw;   Seitenbau;  größerer Außenteil des Waldes;  Gebirges;   treibende Fläche der Windmühle;   rechte od linke Seite versch Körperteile;   Auswuchs auf dem Keilbein;   häutiger Samenanhang;   Flügel des Flugzeugs;   Seitenlinie der Familie;   eines der beiden Seitenblätter der Schmetterlingsblüte;  Blättchen eines gefiederten Blattes	Flügel	Flugel-2
4013	1471	WINTER	tél	Winter	Winter	Winter-1
4016	522	WOLF	farkas	Wolf;   Art Gerät zur Herstellung von Schindeln;   Hautwolf;  Hauttuberkulose;   Wolf 〈Maschine〉	Wolf	Wolf-2
4021	962	WOMAN	asszony	Königin;  Herrin;   Frau;   verheiratete Frau;   Fräulein;   weibliches Geschlecht;   Fraulichkeit	  Frau	Frau-1
4030	1803	WOOD	fa	  Lanze;   Wald; Baum;   Holz;   mit Bäumen bepflanzt;   holzig;   Holz hacken;  Holz holen;   verholzen;   abstumpfen	  Holz	Holz-1
4031	964	WOOL	gyapjú	wolle;  Vlies;   Wollhaar 〈Bot〉;   Grumt Ä Entsprießen;   Pelzwerk	wolle	wolle-1
4040	1599	WORD	szó	 Ton;   Ton;   Rede;  Rede;  Lärm;   Wort;  Wort;  Wort;   Gespräch;   Gerede;   Redewendung;  Klang; Stimme;   Reden;   Reden;  Ruf;   lauten;  Wortfügung;  Wortwechsel;  Unterredung;  jm Worte 〈Äußerung;  Bitte usw〉;   Wortgebrauch;  Aussprache;   Sprechen;  Sprechen;   Proklamation;   Stimme hören lassen;   sprachlos;   in Wortwechsel geraten	  Wort	Wort-6
4046	984	WORK (LABOUR)	munka	  Tätigkeit;   Lohn;  Arbeiter;   Arbeit;   Werk;  Marter; Qual;   qualvoll;  Folter;   Arbeitender;  Wirksamkeit;   Arbeiterschaft	  Arbeit	Arbeit-3
4054	965	WORLD	világ	  blind;   Dasein;   Weltall;   Licht;   Erdteil;   Zeitalter;   Bereich;   weltlich;   profan;   leuchten;  Erdreich; die menschliche Gesellschaft;  das irdische Leben;  Welt;  Erleuchtung 〈auch abstr〉;  weltliches Leben;   sich erhellen;   sich erhellen;   Sehkraft geben;   Erleuchtung 〈abstr〉;   Klarmachen;   Aufklärung 〈Geistesbewegung〉	 Welt	Welt-1
