sense	year	origin	Concepticon_ID	Concepticon_Gloss
Wissenszweig, Disziplin,  Gewerbeart, Fach,  Fach, Beruf,  Rolle,  Arbeitsschicht, Tagewerk,  Auftrag, Geschäft,  Lohnarbeit	1787.0		2931	BUSINESS
Einzelstück der Behaarung, des Gefieders,  Stengel, Einzelnes eines Halmgewächses,  langer, aufragender Gegenstand, Felsen, Holzstamm,  sehr wenig, gering,  Faden,  〈Zählwort, nach Num, als Anzahl von Personen, länglichen Dingen〉,  hochgewachsen, stämmig,  Längenmaß: sechs Fuß,  Strang,  Faden eines komplizierten Geschehens, Aufbauelement einer Organisation,  Spaltung, Faser- od Spaltungsrichtung 〈von Holz〉	1211.0	uncertain	1161	THREAD
Floß, tutajos	1211.0	Wanderwort	1664	RAFT
fliehen, flüchten,  laufen, eilen,  in Schwung kommen,  schnell vergehen 〈Zeit〉,  durcheinander sein 〈Raum, Zimmer〉	1372.0		956	FLEE
Malz,  Grütze, Brei, Art Kuchen,  malzhaltig,  Malz,  Grütze, Brei, Art Kuchen	1395.0	Slavic	3651	MUSH (FOOD)
Band, Schleife,  Textilband als Zierat,  Muskelband,  etw Streifenähnliches,  am Fließband arbeitende Gruppe,  Förderband	1346.0	uncertain	2969	RIBBON
Splitter,  winzige pflanzliche Abfälle,  jmdm ein Dorn im Auge,  Granne,  Gräte,  Fleischfaser, Faser der Hülsenfrucht,  schmal,  Streichhölzchen, Zünder	1211.0	derived word	1267	NARROW
sich setzen, sich herunterlassen,  sich begeben, rücken, ziehen 〈Heer〉,  ein-, aufsteigen, aus-, absteigen,  einkehren, einziehen,  befallen,  belagern, besetzen,  jmdm zufallen,  sinken, fallen 〈Wasserhöhe〉, sich ablagern 〈Satz〉,  schwinden, sich legen,  den Kampf aufnehmen, sich widersetzen,  fliegen, leszállása közben,  Logiergast,  Angehöriger einer Besatzungsarmee,  Überkommen,  Belagerung, Besetzung,  Sichniederlassen,  Westen, apránként aláereszkedik	1372.0	unknown	1441	FLY (MOVE THROUGH AIR)
Stroh,  leerer, inhaltloser Teil einer Sache,  Strohwitwe	1086.0	Slavic	2299	STRAW
Saal, Empfangszimmer,  Werkstatt, Geschäftsraum,  literarische, künstlerische Zusammenkunft, Gesellschaft,  Ausstellungsraum, Ausstellung	1835.0		2983	COMPANIONSHIP
Reihe, Menge, Anzahl bestimmter Individuen,  Anzahl, Zahl,  Quantität,  Ziffer, Nummer,  Arbeit, werk,  Numerus,  Exemplar einer Zeitung, Zeitschrift usw,  Arithmetik, Mathematik,  Nummer innerhalb einer Spielfolge,  Trennpfahl zwischen zwei Klaftern Holz,  zahlreich,  Zählender,  Zähler 〈Math〉	1086.0	Chuvash	984	WORK (LABOUR)
Esel,  dummer Mensch,  dumm,	1138.0	loan	1518	STUPID
Erdbeere, Walderdbeere 	1604.0	uncertain	3138	STRAWBERRY
reuen, bereuen,  bedauern, bemitleiden,  denken, planen, wollen, beabsichtigen,  jmdm gegenüber schonungsvoll sein,  für jmdn bestimmen, jmdm zudenken,  widmen, weihen, im voraus für etw bestimmen,  mißgönnen,  aus freiem Willen	1372.0	Turkic	1784	WANT
Schlitten,  gleitender Maschinenteil,  Schrotbaum, Schrotleiter zum Fortrollen von Fässern,  Schlitten,  Schrotbaum	1263.0	Wanderwort	16	SLED
heilen,  die Gesundung eines Unternehmens, Betriebs bewirken,  Gehälter herabsetzen, Personal abbauen 〈aus budgetären Gründen〉,  veraltete Gebäude niederreißen 〈aus städtebaulichen Gründen〉	1897.0	Latin	499	CURE
auseinander,  überall, durcheinander	1724.0		2999	EVERYWHERE
hoher türkischer Beamter, Bezirksstatthalter,  türkischer Verwaltungs- und Heeresbezirk,  Fahne,	1535.0	Ottoman-Turkic	2623	FLAG
pflügen,  Ackerland,  bestelltes Ackerland,	1002.0		1921	PLOUGH
ergiebig,  sich schnell vermehrend,  schnell, hurtig,  nützlich, erfolgreich,  weit 〈Kleidungsstück〉,  häufig,  Nutzen, Erfolg,  Menge,  Art Tanz bzw dessen Musik,  Art Versfuß: Tribrachys,  Durchfall,  sich vermehren	1372.0	Slavic	1631	FAST
Seife,  Schliff 〈im Backwerk〉,  Seifensieder	1363.0		788	SOAP
Metze,  Korb, Kästchen,  Waschlauge, Beuche,  Waschbottich,  kleines, bauchiges Borkengefäß	1181.0		1539	BASKET
rotbraun, rötlichgelb,  pflanzenlos,  haarlos, kahl	1002.0	unknown	1125	BALD
Unterschenkel, Unterarm,  Stengel, Halm,  Hosenbein, Stiefelschaft,  Tragsäule,  langer, herausragender Teil, Schaft, Griff, Zügel,  Zacke, Schenkel 〈des Winkels〉	1372.0	Proto-Ugric	447	LOWER LEG
trocken, ausgetrocknet, dürr,  festländisch,  mager, hager 〈Person〉, mager machend, zehrend 〈Krankheit〉,  nicht durch Wasser betrieben 〈Mühle〉,  nackt, prosaisch,  trocken 〈Speise〉, kalt 〈Kost〉,  trocken 〈Amme〉, nicht melkbar 〈altes Muttertier〉,  nicht vollgültig 〈Gegenstand〉, seinen Aufgaben nicht voll nachkommend 〈Person〉,  gemütlos, trocken 〈Person, Verhalten〉, fad 〈Vortrag, Schriftwerk, Stil〉,  trocken 〈Wein〉,  Boden, Festland,  trockener Teil,  Trockenes 〈Kleidung〉,  Trockenfutter	1227.0		1398	DRY
Festland, Kontinent	1519.0		166	MAINLAND
Elster,  elsterfarbig, bunt 〈haupts Pferd〉,  Plauderer, Schwätzer,  diebische Elster,  Zisterzienser	1217.0	Slavic	2039	MAGPIE
stammen,  fließen,  herrühren,  erfolgen,  gedeihen,  sich verzweigen,  aus einer Sache folgen,  geraten,  ausgießen lassen,  hinleiten, offenbaren, erlassen usw,  ableiten, auf etw zurückführen, erläutern	1372.0	uncertain	2003	FLOW
Flügel, Seitenflosse der Fische,  Fittiche 〈in stehenden Wendungen als Symbol der Geborgenheit und Obhut〉,  〈in stehenden Wendungen als Symbol der freien Bewegung, des Aufstiegs und der Schnelligkeit〉,  Flanke, Flügel 〈milit〉, Flügel, Fraktion 〈einer Gemeinschaft〉,  herausragender Teil versch Geräte,  Rockschoß, Flügel der Tür, des Fensters usw,  Seitenbau, größerer Außenteil des Waldes, Gebirges,  treibende Fläche der Windmühle,  rechte od linke Seite versch Körperteile,  Auswuchs auf dem Keilbein,  häutiger Samenanhang,  Flügel des Flugzeugs,  Seitenlinie der Familie,  eines der beiden Seitenblätter der Schmetterlingsblüte, Blättchen eines gefiederten Blattes,  Vogel,  schnell	1372.0	uncertain	937	BIRD
gewöhnlich verzierter Besatz, Saum,  Flügel, seitlicher, äußerer Teil von etw,  Winchirm,  Teil des Fischzauns	1577.0	derived word	1257	WING
Arm 〈von Flüssen, Tälern usw〉, Zacke, Zinke,  Zunge, Fühler,  Horn,  Blashorn,  gehörnt 〈Tier〉,  verzweigt,  auffallend 〈Fehler〉,  schwierig 〈Frage〉	1235.0	Proto-Finno-Ugric	1205	TONGUE
Hirsch,  Hörnchen 〈als Gebäck〉,  Düngerhaufen in Form eines Schobers	1236.0	derived word	1936	DEER
Korb,  Beutel, Sack, Einkaufstasche,  alte Schachtel 〈alte Frau〉, alter Kracher,  Hühnerkorb, Legekasten für Hühner	1211.0	unknown	1539	BASKET
mündlich erzählen, vortragen,  〈künstlerisch〉 deklamieren, rezitieren,  abstimmen,  eine Rede halten, Phrasen dreschen,  schwatzen, Widerreden,  Wahlstimme,  Rede, Rezitation	1806.0	derived word	1115	SPEECH
abstimmen, votieren,  sagen, reden,  〈künstlerisch〉 deklamieren, rezitieren, eine Rede halten	1823.0	derived word	1458	SAY
aus hundert Personen bzw Häusern bestehende Gruppe,  Jahrhundert,  hundert,  Hauptmann,  Hunderter,  Hundert,  Hundertstel,  Kompanie 〈Milit〉,  Jahrhundert,  Hauptmann,  Hunderter,  für arbeitsunfähig erklären	1067.0	Proto-Finno-Ugric	1634	HUNDRED
Stuhl, Armsessel,  Thronsessel,  Sprechbühne, Kanzel, Lehrstuhl,  Tragsessel	1521.0	loan	1476	CHAIR
erheben, einnehmen 〈zB Steuern〉,  lesen, pflücken, sammeln,  für sich gewinnen, erwerben,  zerpflücken,  einzeln ordnen,  sich zusammennehmen,  sich beeilen,  betrügen,  Schriften setzen 〈Buchdruck〉,  schlagen,  zu sich nehmen 〈Speise〉,  nehmen 〈Arznei〉,  sich aufrappeln,  Lesen, Sammeln	1079.0	uncertain	724	READ
brechen,  schneiden, spalten,  zunichte machen, verderben 〈Lust usw〉,  brechen, verletzen 〈Gesetz, Eid usw〉,  biegen, die Richtung verändern,  sich wenden, abweichen,  sich jmdm anschließen,  einfassen, 〈Stoff〉 einsäumen,  gebrochen werden,  brechen 〈intrans〉,  zerbrechen, beschädigen,  sich stellen, sich richten,  sich widersetzen	1138.0	Proto-Finno-Ugric	1432	CUT
Ecke, Winkel, Einsprung, Vorsprung,  Dorfteil, Landteil,  Insel,  Winkel 〈Geom〉,  eckig, winkelig,  Eckball	1067.0	internal	622	ISLAND
Nagel, Stift,  Knoblauchskraut,  Niet, Nägelchen	1138.0	Proto-Ugric	794	PEN
bedauernswert, bemitleidenswert,  arm, mittellos,  unvollkommen, mangelhaft,  gering, schlecht,  unbeholfen, ungeschickt,  Arme, Bettler,  bedauernswerte Person,  Arme	1131.0	unknown	1674	POOR
vom Anfang bis zum Ende,  entfernt 〈Verwandte〉,  manchmal,  endlich	1666.0	ablaut-motivated compound	1544	SOMETIMES
Schmach, Scham,  Schüchternheit, Schamhaftigkeit,  Schandtat,  beschämen,  Scham,  sich schämen,  sich schämen,  schmachvoll,  Sichschämen	1138.0		1894	ASHAMED
Residenz, Wohnort, Wohnsitz,  Kanzel, Predigtstuhl,  Stuhl, Sessel, Gestühl,  Thron, Stuhl 〈auch als Amt〉,  Bezirk, Lanchaft 〈in Siebenbürgen〉,  Richterstuhl, Gericht,  Schlachtbank, Metzgerei, Gestell,  Anrichte, Gläserschrank,  Abort,  Sänfte, Liegestuhl,  Stuhlgang,  Kreuzung von Erzadern,  den Darm entleeren,  residieren	1156.0	Turkic	1476	CHAIR
Art Taube, Ringeltaube,  Specht,  Beil zum Zerhauen von Fleisch	1795.0	Slavic	2447	WOODPECKER
Wagen, Fuhrwerk	1067.0	uncertain	2620	CARRIAGE
Beil	1469.0	Croatian or Serbian	677	AXE
Lade, Schrein,  Sarg,  Schrank,  Kasten,  Kasten als Teil des Wagens,  Patronenkammer 〈beim Gewehr〉,  Leierkasten	1416.0	Wanderwort	3106	WARDROBE
schneiden, abschneiden,  durchfurchen, pflügen,  durchqueren, kreuzen,  übers Ohr hauen, ohrfeigen,  Schnitte,  Fachw des Ackerbaus,  Profil, schnitt,  Kupon, Abschnitt, Segment	1138.0	Proto-Finno-Ugric	1432	CUT
Grenze, Grenzgebiet,  Randverzierung, Paspel,  Rand, Saum, Kante,  Breite, Weite,  Ufer,  Stoffbreite 〈als Maß〉, eine Bahn des Frauenrockes,  zerstreuen	1138.0	Proto-Ugric	2546	BORDER
Wind,  Atem,  Luft,  Darmwind,  Gerücht,  Schlaganfall,  Preßluft,  Geist,  geistig, inspiriert,  von  Geiste,  lüften,  entfliehen, flüchtig werden	1138.0	Chuvash	960	WIND
ausgedehnt, breit	1181.0	derived word	1243	WIDE
sanftmütig 〈Person〉, zahm 〈Tier〉,  domestiziert,  mäßig, sanft, weich,  süß, mild 〈Geschmack〉, veredelt 〈Pflanze〉,  beruhigend, angenehm wirkend,  zu den Humaniora gehörend,  geneigt 〈Gelände〉	1372.0		1856	SOFT
Geist, Esprit,  Mentalität,  Gespenst,  Windhauch,  Wesen, Sinngehalt,  Behauchung, Aspiration,  Witz, Scharfsinn	1808.0	internal	53	SPIRIT
Auge,  Korn,  Ansicht, Beurteilung,  Glied,  Beere,  Blick, Rücksicht,  ein Körnchen 〈als Maß〉,  Masche,  augenförmige Verzierung,  Punkt, Werteinheit 〈auf Spielkarten, Würfeln usw〉,  Körner hervorbringen,  augenlos,  unverschämt, frech,  besehen, besichtigen,  auslesen, sortieren,  großäugig,  Körner hervorbringen,  mit jmdm äugeln, kokettieren,  Auswahl	1067.0	Proto-Uralic	1248	EYE
Äußeres, Gestalt, Figur,  Bild,  Vertreter,  Mensch, Person,  Gesicht, Aussehen, Blick,  Frauensperson,  Hure,  Schauspieler,  Würde,  Person 〈Grammatik〉,  Rolle,  Personenzug, személyiség	1214.0	derived word	683	PERSON
klauben, auslesen, kramen,  rieseln, tröpfeln	1784.0		2253	DRIP (EMIT LIQUID)
rieseln, tröpfeln,  quellen, sprudeln	1807.0	derived word	2253	DRIP (EMIT LIQUID)
Kehricht, Müll,  Misthaufen, Müllhaufen,  Mistkerl, Schurke,  mistig, schmutzig,  Müll wegräumend 〈Person〉,  Müllkutscher. Müllfuhrmann	1086.0	Slavic	1230	DIRTY
anschauen, betrachten,  herumschauen,  auswählen, auslesen,  kennen,  Aussehen, Äußeres,  Gegenstand, Objekt,  Besichtigung,  Anschauung	1493.0		1819	LOOK
Augenbraue,  den Oberbau tragender Querbalken	1405.0	internal	1173	EYEBROW
Sehen, Erblicken, Besichtigen, Untersuchen,  Wink mit dem Auge,  Gesichtspunkt	1519.0	compound	1409	SEE
Brille	1789.0		1898	SPECTACLES
Heu	1055.0	Slavic	342	HAY
gelassen, gesetzt,  sanft, mild,  sanftmütig, naiv 〈haupts Frau, Kind〉,  Naive	1823.0	internal	1954	GENTLE
heilig,   Gott geheiligt, gewidmet,  erhaben, verehrungswürdig,  unantastbar, unverletzlich,  gewiß, sicher,  〈in verstärkender Funktion〉,  Heilige,  sehr frommer Mensch,  mein Schatz 〈als liebkosende Anrede〉,  〈als Ausruf od milder Fluch〉,  heiliggesprochen werden,  heilig	1156.0	Slavic	1702	HOLY
dulden, erleiden,  hinnehmen, erlauben,  leiden 〈physische od seelische Qualen〉, an etw leiden,  gern haben, gut gesinnt sein 〈jmdm, einer Sache〉,  sterben,  an Wert verlieren,  Geduld,  Enthaltsamheit,  unerträglich,  erträglich,  geduldig,  Zustand, in dem man der Qual nicht unterworfen ist,  Not leidende Person,  passiv 〈Verb〉,  passives Verb,  Leidenschaft,	1372.0		1494	DIE
schmutzig, unflätig,  schmutzige Wäsche	1211.0		1230	DIRTY
schön,  richtig, schicklich,  schön,  beträchtlich, bedeutend, groß,  günstig, nützlich,  das Schönste, das Beste,  die Schöne,  Schönheit	1127.0	Proto-Finno-Ugric	1202	BIG
absondern, trennen	1644.0		1359	SEPARATE
schluchzen,  Angst haben, zittern,  schnobern, wimmern	1372.0		52	SHIVER
Makel, Schandfleck,  Runzel im Gesicht,  Sommersprosse, Leberfleck usw,  arbiges Tüpfchen 〈auf Tieren, Pflanzen, Sachen〉,  Sünde,  Räude, Krätze,  Wimmerl, Warze, Pockennarbe,  Art Krankheit mit ausschlag,  unbefleckt, makellos	1416.0	Turkic	2971	SIN
September	1416.0	Latin	2852	SEPTEMBER
Ordnung, Anordnung,  Weise, Verfahren,  zeitliche Reihenfolge,  Reihe, Schicht,  Maß, Zurückhaltung,  Teil von etw,  Gerät,  Mittel, Arznei,  Person,  Zeremonie,  geom Verhältnis,  Vertrag, Bündnis,  bereitwillig, geschickt, rendetlenné tesz	1372.0	Proto-Uralic	1372	MEDICINE
Mittwoch,  Ranzen,  Wochenmarkt,  am Mittwoch fastende Person,  Ranzen, Schürzentasche	1177.0	Slavic	1694	WEDNESDAY
Anschaffung, Gewinn, Beute,   Ding,   Person,  Apparat, Bestandteil	1565.0	derived word	738	THING
aus-, aufrüsten,  entwaffnen, abrüsten 〈trans〉,  Gerüst wegnehmen,  zusammenstellen, auf-, abmontieren,  instrumentieren, mit etw abstimmen,  Betriebsmaterial nehmen 〈Lokomotive〉,  einem den Ball abnehmen,  abrüsten 〈intrans, Soldat, auch Arbeiter〉,  Ausrüstung,  , Armatur,  Eisenbahnzug,  Monteur	1807.0	internal	1941	SOLDIER
Liebe, Vorliebe,  Eifer,  Geliebte,  Liebe 〈sexuell〉, Liebesverhältnis,  geliebte Sache, Liebstes,  geliebt,  liebenswürdig,  verliebt,  Geliebte,  geliebt,  gerne, mit Vergnügen	1131.0		923	LOVE
Liebe	1229.0	derived word	923	LOVE
Schicksal, Zufall,  Glück,  gute Partie 〈zum Heiraten bzw das Heiraten für Frauen〉,  die Ehre, das Vergnügen 〈in Formeln〉,  Schelle 〈Spielkartenfarbe〉	1372.0	Slavic	2941	HAPPINESS
schaffen,  verordnen, vorschreiben,  sich entschließen, sich vorbereiten,  besprechen,  vorrichten, zurechtlegen,  ersinnen,  besorgen, erledigen,  zurechtstellen,  erwerben,  bestimmen, bestimmend versprechen,  einstellen, einschließen,  antreiben, zwingen,  ergänzen, hinzufügen, erhöhen,  jmdm eine Stelle verschaffen, einen Vertrag mit jmdm über eine Arbeit schließen,  verursachen,  im voraus besorgen, einkaufen,  vorrichten, bereitlegen lassen,  Schöpfer 〈heute haupts eines Kunstwerkes〉	1372.0	derived word	2882	ADD
Gerät, Werkzeug, Mittel,  Pferdegeschirr,  Zubehör, Gerätschaft, Zeug,  Heilmittel, 〈zu gewissen Zwecken dienendes chemisches, ärztliches〉 Mittel,  Begattungsorgan,  Gewürz,  Waffe,  der/die Alte,  Wagen, Fuhre	1372.0	compound	951	WEAPONS
Tenne,  ringförmiger Platz, Gegenstand,  Unterteil, Grund, Boden	1015.0	Chuvash	2981	ITEM
Schicksal, Los,  Organ 〈Biol〉,  Organ, Organisation,  fatal,  organisch	1844.0	internal	1688	FATE
Mönchsorden, Priesterstand,  Bestimmung, Anordnung,  Religion, Kult,  Geschöpf,  Ding, Sache,  Zustand,  Vertrag,  Beute,  sonderbarer Mensch, 〈selten〉 sonderbare Menschengruppe,  Zusatz,  religiös, einem Mönchsorden angehörend,  Mönch	1372.0	derived word	738	THING
Laune,  Alkohol, alkoholisches Getränk,  Geruch, Dunst, Dampf,  Petroleum,  Essigsäure 〈im Wein〉,  unter dem Vorwand	1531.0	uncertain	3704	ODOR (SMELL)
Insel,  durch eine Flußkrümmung umschlossenes Landgebiet,  isolierte Menschengruppe	1055.0	derived word	622	ISLAND
kümmerlich, elend, karg, dürftig,  bekümmert, besorgt,  niederträchtig, schändlich,  verkümmert, kränklich,  öde, wüst, rauh, unwirtsam,  unerbittlich, unbeugsam,  steif, straff,  genau, konsequent,  dünn, hager,  eng 〈Weg, Durchgang〉	1724.0		2249	THIN (OF SHAPE OF OBJECT)
Streifen,  Riemen,  Band, Seil,  Leder-,	1270.0	uncertain	2969	RIBBON
Sumpf, Morast,  natronhaltiger Boden,  Natronsalz	1055.0	uncertain	1145	SWAMP
Fels	1490.0	Slavic	668	ROCK
Funke,  kleine Menge, winzige Spur	1395.0	Slavic	518	SPARK
spalten,  beschnitzen, bearbeiten, hobeln,  behacken,  feilen, reiben	1405.0		1449	RUB
Unzucht treibend, wollüstig,  unbändig, wild,  das ganze Jahr hindurch im Freien gehalten 〈Herde, Vieh〉	1468.0	uncertain	2230	UNTAMED OR WILD
fest, hart, feststehend, stabil,  standhaft, ausdauernd,  ernsthaft, inhaltsvoll,  fest, unerschütterlich 〈Macht, Ordnung, Preise usw〉	1816.0	internal	1884	HARD
unbeholfen, unglücklich,  dünn, zart, schmächtig	1799.0	Romanian	2249	THIN (OF SHAPE OF OBJECT)
schnüffeln, beriechen, einen Geruch spüren 〈haupts Hund〉,  spähen,  herumtrödeln,  ahnen,  wenig, heikel fressen 〈Tier〉	1777.0		1242	FEW
vortäuschen, nachahmen, eine Rolle spielen	1619.0		117	IMITATE
Laubhütte,  Scheune,  Hausflur,  Dachboden	1067.0	Slavic	3657	GRANARY
schöne Gestalt, Schönheit, Anmut,  Angesicht, unmittelbare Gegenwart,  Farbe als Empfindung,  Oberfläche,  das Beste, das Vornehmste,  Erscheinungsform, das Äußere,  Bild, Bildnis,  Schein, Vorwand,  Farbe, Farbstoff,  Art und Weise,  Vorderseite, haupts rechte Seite bei Stoffen,  farbig,  bis an den Rand	1146.0	unknown	647	PAINT (PIGMENTS)
böses  Weib, Hexe,   Hure	1770.0		1610	PROSTITUTE
Motte,  Kornwurm,  Raubvogel,  Blutegel,  Parasit,  Säufer,  Reißer, Wucherer,  Säugrüssel	1590.0		2828	MOTH
Funken sprühen, funkeln,  〈Witze〉 sprühen, geistreich tun	1792.0		2889	TWINKLE
Felsen, Felsklippe,  Genick,  Prallufer 〈in Flußschleifen〉, Stromschnelle	1302.0	Turkic	1347	NAPE (OF NECK)
anfachen 〈Feuer〉,  zu jmdm od es mit etw halten,  anstiften, anzetteln,  sammeln, zusammenscharren,  für sich gewinnen,  schneuzen 〈Kerze〉, zurückdrehen 〈Docht〉,  scharren 〈Glut, Kohle usw〉,  Schürzeug	1405.0	uncertain	7	GATHER
Sieb 〈haupts Mehlsieb〉,  sieben, beuteln,  rieseln	1237.0	Slavic	1704	SEVEN
saugen,  einsaugen, verschlingen,  einatmen,  sich schneuzen,  ziehen,  aufschnupfen,  entnehmen,  zurücknehmen 〈Behauptung, Beschwerde〉,  in den Zähnen herumsaugen, im Ärger die Luft durch die Zähne einziehen,  rauchen, schnupfen,  sich betrinken,  ausrollen, ausziehen 〈Teig〉,  die Farbe ausziehen,  sickern,  Schwamm,  Heber,  pumpen,  schikanieren,  Pumpe,  Regenbogen,  sickern,  trocken werden,  aufgesogen werden,  verschwinden, weggehen	1456.0		1455	PULL
Seele,  inneres Organ 〈im allg〉,  Inneres,  Herz 〈Organ〉,  Mut,  mein Liebe, Liebste 〈als Anrede〉,  Herz als Spielkartenfarbe,  Zentrum,  stilisierte Herzfigur, herzförmiges Ding,  mutig,  freundlich, herzlich,  zu Herzen nehmen,  lieb haben,  liebeln, sich liebkosen,  belieben,  lieb haben,  beherzigen 〈Rat, Lehre〉	1372.0		3	BRAVE
Zigarre,  Mann, Kerl,  Zigarette	1837.0	internal	1554	MAN
Schwamm,  Regenbogen,  Pumpbrunnen,  Saugrohr, -heber, -pumpe,  Wölbungsbogen,	1416.0	derived word	1733	RAINBOW
zähfaserig 〈Pflanze〉, biegsam 〈Rute〉,  hart, stark 〈Faser, Sehne〉, zäh 〈Fleisch〉,  biegsam, dehnbar, klebrig,  klitschig 〈Lehm〉,  widerstanfähig,  ausdauernd, hartnäckig,  vereist 〈Schnee〉	1398.0	derived word	1884	HARD
Stimme, Ton, Ruf,  Wort,  Rede, jm Worte 〈Äußerung, Bitte usw〉,  Gespräch, Unterredung, Wortwechsel,  Gerede,  Wortgebrauch, Wortfügung, Aussprache,  Sprechen,  Redewendung,  Reden, Wort,  Ton, Klang, Lärm, Rede, Wort,  Proklamation,  Stimme hören lassen,  lauten,  Reden, Sprechen,  sprachlos,  in Wortwechsel geraten	1213.0	Proto-Ugric	1363	VOICE
Ofen,  〈heizbare〉 Wohnstube, Zimmer,  Badezimmer,  Dachboden	1221.0	Wanderwort	859	STOVE
Sofa	1762.0	Wanderwort	3099	SOFA
rechnen, zählen, zusammenstellen, -setzen,  verschaffen,  erwägen, ins Auge fassen,  auf etw rechnen,  sich mit jmdm krachen	1646.0	Romanian	1420	COUNT
Knecht, Diener,  Adeliger,  〈als Ausdruck der Ergebenheit〉,  〈zur Benennung von Gebrauchsgegenständen〉,  mein Lieber, mein Kind 〈als liebkosende Anrede〉, Knecht, Diener,  Dienstmagd	1138.0	Slavic	812	SLAVE
gründlich, ausgeglichen,  fest, fundiert,  gediegen,  schlicht, bescheiden	1824.0	international word	3003	SOLID
traurig, trüb, betrübt,  betrüblich, schmerzlich,  bewölkt, trüb,  Traurigkeit,  traurig	1211.0		699	SAD
benachbart, angrenzend,  nachbarlich, Nachbar-,  Nachbar,  Nachbarschaft, unmittelbare Nähe,  〈als Anrede bzw Benennung für wenig od nicht bekannte Person〉	1299.0	Slavic	1332	NEIGHBOUR
Falke	1395.0	Turkic	307	HAWK
saugen,  lutschen,  küssen,  einen Schluck trinken 〈alkoholisches Getränk〉,  sich betrinken,  ist nicht viel wert 〈im Kartenspiel〉,  Unannehmlichkeiten bekommen 〈zB schlechte Note, lächerliches Tor im Fußballspiel usw〉,  saugend,  stillend	1211.0	onomatopoetic	578	KISS
